SMA_10,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Middle,BB_Width,Daily_Return,Intraday_Range,Gap,Volatility,ATR,ROC_5,ROC_10
0.0869346887404685,0.07781411199712185,0.010429054317292241,0.11413930115325499,0.4285137709525236,0.612056219803712,0.6247802162420204,0.44450137634692294,0.10772575391167205,0.16442844404163015,0.07781411199712185,0.22706063452313507,0.5629747881114975,0.044788310001467845,0.2265166823482358,0.26545205665653726,0.13477932443230528,0.3923827950267529,0.5113630101116693
0.3233479171360667,0.22163215909218792,0.19599712998420227,0.4583176927278414,0.728862720491485,0.9329412168916291,0.7573041731775908,0.9086351084201186,0.37738715580099935,0.15427895784581214,0.22163215909218792,0.8954908819356523,0.5495753465889024,0.05830423439917471,0.2215618230569244,0.6948036266937659,0.6852331599925137,0.5588464478558743,0.9150535061692375
0.34371745424794753,0.3364014063161651,0.27109620893231945,0.13503125732558363,0.53978544305189,0.6506990139738614,0.6576919058009639,0.46490299736726487,0.3073185838806456,0.4314812666480359,0.3364014063161651,0.04918090564704408,0.613100450173054,0.033238544555034354,0.24802474684889747,0.18540330644957467,0.14365128135375832,0.4881781602377347,0.43634798471739505
0.4179387813227855,0.4172775130079103,0.33605994704564246,0.1942754775323623,0.5697231764218085,0.7233422704618881,0.7037303033167692,0.5363998244844996,0.41219659737136727,0.4725461926742094,0.4172775130079103,0.1954605599761743,0.6401764819123993,0.0436715298183961,0.25930392506476846,0.16335136045274093,0.11496115012156471,0.5747884175397897,0.5997195295381331
0.3765699496331276,0.3813037579083698,0.3307078142688784,0.16566872212066208,0.08950093371062093,0.5244622733551433,0.6457123356175284,0.19824112183037046,0.4014028111722725,0.4184195671191606,0.3813037579083698,0.29963169713454535,0.5812019898733083,0.027132464624028352,0.23473666896524234,0.08018566811324482,0.04726544947572103,0.24631508188670934,0.20100044772615455
0.9775024635320442,0.9988462496839858,0.8649154580887153,0.7425354623932359,0.43846714980109097,0.7768970377506479,0.8840950786158335,0.2825524358086434,0.938910488809805,0.9953184527130761,0.9988462496839858,0.1712135709071168,0.6337856504261147,0.054775935285505686,0.2569107682745002,0.21389307951034706,0.2688353294649444,0.3919210626737093,0.39565672127525675
0.4321858485829102,0.418311663370905,0.2642508229532048,0.408599705140853,0.43844157053040583,0.7270774613525112,0.8338030237533253,0.27270842386430794,0.4251058717236109,0.4615014942268454,0.418311663370905,0.2513479178547903,0.6904231798030954,0.08451157663705514,0.28023540666901986,0.4849785922559694,0.5104176938789833,0.2776310258177317,0.4350344862867196
0.20264106750974342,0.15262404773845084,0.11338041032485702,0.17062536605977208,0.6724614081715681,0.7234064005784882,0.674627132708252,0.5974792063405246,0.20273222452156503,0.2044186299113342,0.15262404773845084,0.35694614669627117,0.7190460269332504,0.055138625358531264,0.29215894838054507,0.3901765657756875,0.30492454695382365,0.6521519117893863,0.44248019450807535
0.6579035159672779,0.6111870870926612,0.4760402587976529,0.34631172517872155,0.754410126818211,0.9849794321117266,0.9979526009424289,0.5250713948601983,0.6531791890814862,0.581479659803362,0.6111870870926612,0.4815311058983054,0.7992725804220189,0.06806838099244769,0.3255792665112118,0.3654523796192928,0.38584790861595053,0.4968406995122085,0.6591794467017078
0.4160796154406219,0.3896264048954734,0.33525935717235456,0.1627838134447641,0.46795769222650424,0.6591446582712244,0.7240050632570086,0.34558652709314047,0.38122519298526836,0.4536198221712917,0.3896264048954734,0.16889907766805135,0.5383764686621585,0.028575489820029353,0.21689665863513863,0.04673253075116143,0.03488692365798313,0.2975827164533702,0.333661222698723
