Price,Open,High,Low,Close,SMA_10,SMA_20,SMA_50,SMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,BB_Middle,BB_Width,Daily_Return,Intraday_Range,Gap,Volatility,ATR,ROC_5,ROC_10
2021-08-13,1.2518800497055054,1.2531700134277344,1.2502800226211548,1.2519999742507937,1.2523790001869202,1.2553825080394747,1.241884400844574,1.2564389526844024,45.36764911040638,0.002243428757666699,0.003438303301530512,-0.0011948745438638132,1.269047739675258,1.2417172764036915,1.2553825080394747,2.17706261609845,0.10554294424498512,0.23082994137511725,0.09595419666883478,0.4449809437243773,0.00949000120162965,0.1495777903204867,0.5678990120872743
2021-08-16,1.2513999938964844,1.2582999467849731,1.2513999938964844,1.2516000270843506,1.2528720021247863,1.254878008365631,1.242764801979065,1.2561858028173447,47.547091648999704,0.0019755605394240483,0.0031457547491092193,-0.001170194209685171,1.2683057109863047,1.2414503057449573,1.254878008365631,2.1400809530740172,-0.031944662513461175,0.5512905672079977,-0.04792175452466258,0.4411340377737341,0.008775502443313621,-0.43671857478757,0.3954550400819444
2021-08-17,1.2571300268173218,1.263319969177246,1.2570899724960327,1.2569600343704224,1.2535570025444032,1.2539960086345672,1.2437306022644044,1.2559670531749725,47.803134464805794,0.0021707576956506713,0.00295075533841751,-0.0007799976427668386,1.2637967438715043,1.24419527339763,1.2539960086345672,1.5631206430407738,0.42825241052113494,0.49563999736346565,0.4418344210053698,0.38178384165891877,0.008520501852035556,-0.033400747918876476,0.5479521026810861
2021-08-18,1.262619972229004,1.26419997215271,1.260200023651123,1.2626500129699707,1.254489004611969,1.2537530064582825,1.2447608017921448,1.2557648032903672,61.19494371913538,0.0027528533878644623,0.0029111749483069008,-0.00015832156044243845,1.2623042729501148,1.2452017399664501,1.2537530064582825,1.3641070366784227,0.4526777657173797,0.3167899624202549,0.45028781375825155,0.38066311002906317,0.007785499095916771,0.8586992313052613,0.7436206532166525
2021-08-19,1.26610004901886,1.2816400527954102,1.2657999992370603,1.2663099765777588,1.2556699991226197,1.2542240023612976,1.245857801437378,1.2555672532320024,74.12004884582876,0.0034695026266835516,0.0030228404839822308,0.0004466621427013208,1.264388330216616,1.2440596745059793,1.2542240023612976,1.6208153944083596,0.2898636653223763,1.2508827894697676,0.2732377153962326,0.33351137578002615,0.0079944968223572,1.2497207253439557,0.9414065213418832
2021-08-20,1.2828600406646729,1.29475998878479,1.2812999486923218,1.2831300497055054,1.2589699983596803,1.2555605053901673,1.2473344016075134,1.2554149037599565,80.69029045743059,0.005333213674391102,0.003484915122064005,0.0018482985523270968,1.2720135598901172,1.2391074508902173,1.2555605053901673,2.6208302075951533,1.3282745487959602,1.0490004575574792,1.306952041208829,0.44004398412686585,0.009165501594543468,2.486427803110792,2.6397247371970862
2021-08-23,1.2820600271224976,1.282130002975464,1.2661199569702148,1.2826000452041626,1.261521005630493,1.2568530082702636,1.248670401573181,1.2552661037445068,78.75734375527546,0.006690329222494906,0.004125997942150185,0.002564331280344721,1.2772808006533238,1.2364252158872033,1.2568530082702636,3.2506255303750877,-0.04130559497569353,1.2482492936994078,-0.08339159255551659,0.44096312320358116,0.009718006849288951,2.476831052171493,2.0292956961129835
2021-08-24,1.265220046043396,1.2657500505447388,1.2579400539398191,1.2651000022888184,1.262293004989624,1.2574080109596253,1.2496904015541077,1.2550539535284042,58.31567457576865,0.0062813385022921775,0.004557066054178584,0.0017242724481135938,1.2781107299949301,1.2367052919243204,1.2574080109596253,3.2929198565396454,-1.3644193278161465,0.6173422330874881,-1.3550599211151653,0.5466709804988333,0.010664504766464255,0.647591625494528,0.6139745771292764
2021-08-25,1.259310007095337,1.264009952545166,1.2587000131607056,1.259600043296814,1.2630630135536194,1.2574320137500763,1.2505112028121947,1.2547994536161422,53.39548305988722,0.0054505788047394255,0.004735768604290752,0.000714810200448673,1.2781442011253008,1.2367198263748518,1.2574320137500763,3.294362979268191,-0.4347449989766661,0.4215575739869364,-0.45767094956969323,0.5497177343560032,0.010684502124786398,-0.24155305443530495,0.615071962648326
2021-08-26,1.2589399814605713,1.2654900550842283,1.2589000463485718,1.258870005607605,1.2638820171356202,1.2577770113945008,1.2511326026916505,1.2545517039299012,56.11527233297185,0.004679347216865581,0.004724484326805719,-4.5137109940137504e-05,1.2783354220828727,1.237218600706129,1.2577770113945008,3.2690072249895334,-0.05795789648420646,0.5234860395673491,-0.052402493930935656,0.5334149107839398,0.010228002071380627,-0.5875315766097458,0.654846644853378
2021-08-27,1.2685999870300293,1.2707300186157229,1.2611900568008425,1.268489956855774,1.2655310153961181,1.2589550077915193,1.251812002658844,1.2543513035774232,57.69021686684975,0.004789183568477906,0.004737424175140156,5.1759393337749704e-05,1.2791099231855165,1.238800092397522,1.2589550077915193,3.201848401136015,0.7641735211195044,0.7520723174290812,0.7729139131985318,0.5384860892861358,0.010338497161865256,-1.1409671882512245,1.3170912894665174
2021-08-30,1.2609000205993652,1.2632800340652466,1.2575000524520874,1.2611000537872314,1.2664810180664063,1.2596765100955962,1.2521342039108276,1.254115703701973,52.29010658690016,0.004231152162496032,0.0046361697726113316,-0.00040501761011529913,1.278995530462937,1.2403574897282554,1.2596765100955962,3.067298661602363,-0.5825748188704627,0.45832855179105075,-0.5983442135578263,0.5591641316606933,0.010621494054794322,-1.6762818227960385,0.7590305606665357
2021-08-31,1.2608699798583984,1.265179991722107,1.2568000555038452,1.260890007019043,1.2668740153312683,1.2602155089378357,1.2526120042800903,1.2538829535245894,55.918407066867125,0.003728973943680103,0.0044547306068250855,-0.0007257566631449826,1.2790049866451467,1.2414260312305248,1.2602155089378357,2.981946750226487,-0.016655836906653843,0.6646048562216227,-0.018243907621926493,0.5570142939646491,0.010499489307403576,-0.3327796428866231,0.3126569295092205
2021-09-01,1.261430025100708,1.2635799646377563,1.257930040359497,1.2616100311279297,1.2667700171470642,1.2606295108795167,1.2532242059707641,1.2536928033828736,57.24325349175247,0.003350471861343074,0.004233878857728683,-0.0008834069963856092,1.2791430487141044,1.242115973044929,1.2606295108795167,2.9371893446586412,0.05710443455642089,0.4478344447854477,0.04282832591732034,0.5547758256670056,0.010478985309600852,0.15957349650885064,-0.08236501258134064
2021-09-02,1.2616300582885742,1.2637900114059448,1.2552000284194946,1.2621699571609497,1.2663560152053832,1.2610130071640016,1.253861005306244,1.2535026532411575,56.80814116805827,0.003060409094495453,0.003999184905082037,-0.0009387758105865842,1.2793084119014055,1.2427176024265976,1.2610130071640016,2.901699607135705,0.044381862794762306,0.6805726073350687,0.001587428773582766,0.5546099313670034,0.01055998206138612,0.262136005993087,-0.32693570242553177
2021-09-03,1.255259990692139,1.2558200359344482,1.2498300075531006,1.25518000125885,1.2635610103607178,1.261265504360199,1.2543200063705444,1.25326835334301,52.20225131082022,0.002240672164239843,0.0036474823569135986,-0.0014068101926737555,1.2790610625175525,1.2434699462028456,1.261265504360199,2.8218575860251707,-0.5538046490840554,0.47722465107316187,-0.5474671956503926,0.5638506062785789,0.010748982429504405,-1.0492755993051317,-2.1782708972539586
2021-09-06,1.2530499696731567,1.2558000087738037,1.252410054206848,1.2530299425125122,1.2606040000915528,1.261062502861023,1.2547968053817748,1.2530422031879425,47.48296681315258,0.0014013787472177963,0.0031982616349744385,-0.0017968828877566421,1.2791488699196427,1.2429761358024032,1.261062502861023,2.868433089967627,-0.17129485366095265,0.27054058741472875,-0.16969929281514204,0.5508395976719901,0.010491484403610252,-0.6399263286432942,-2.3054811827129993
2021-09-07,1.253469944000244,1.2642099857330322,1.2517999410629272,1.2534300088882446,1.2594370007514955,1.2608650028705597,1.2551974058151245,1.2528133529424668,43.66584059896188,0.0007597566784158793,0.0027105606436627267,-0.0019508039652468474,1.2792051703186067,1.2425248354225127,1.2608650028705597,2.909140535472505,0.03192791825310515,0.9900867684755947,0.03511500186894519,0.5508751443145746,0.01078348755836489,-0.591645432136863,-0.9224561994672661
2021-09-08,1.2646700143814087,1.2761000394821167,1.2625999450683594,1.264639973640442,1.259940993785858,1.2615020036697389,1.2556978058815003,1.2526700526475907,48.96053613748911,0.0011426453320548813,0.0023969775813411577,-0.0012543322492862764,1.279411020762713,1.2435929865767648,1.2615020036697389,2.8393164720906268,0.8943430963600507,1.06750495754894,0.896739779122858,0.5769818169139167,0.011507487297058128,0.24016474486995934,0.40012148065958053
2021-09-09,1.269670009613037,1.2726600170135498,1.2645399570465088,1.2694000005722046,1.2609939932823182,1.2624380052089692,1.2563004064559937,1.252558452486992,39.94429796224833,0.0018093249688408974,0.002279447058841106,-0.0004701220900002086,1.279917142866666,1.2449588675512724,1.2624380052089692,2.7691082786759935,0.37639383784937586,0.6396770098771667,0.3977445025808853,0.5802319734654093,0.011762487888336203,0.5728264541740253,0.8364640445553561
2021-09-10,1.2664899826049805,1.2672300338745115,1.2583099603652954,1.266260027885437,1.2607710003852843,1.2631510078907013,1.2567442059516907,1.25245745241642,38.47345370881155,0.002060551079984263,0.0022356678630697374,-0.0001751167830854744,1.2799889919777014,1.2463130238037012,1.2631510078907013,2.6660286825274127,-0.24735880615662786,0.7044424772779069,-0.22924357695859296,0.5846327017195395,0.012172490358352684,0.8827440379447163,-0.17579397915489015
2021-09-13,1.2677700519561768,1.2693599462509155,1.263800024986267,1.2679500579833984,1.2614560008049012,1.2639685094356536,1.2574432063102723,1.2524074029922485,52.58766992813231,0.002368715806443822,0.0022622774517445546,0.00010643835469926729,1.2800141591968186,1.2479228596744887,1.2639685094356536,2.5389318865751087,0.13346627554717827,0.43849686583801034,0.11925070976625374,0.5844593277114211,0.012105488777160667,1.190722979928889,0.5431769014358239
2021-09-14,1.2646900415420532,1.2681699991226196,1.260200023651123,1.264799952507019,1.2618469953536988,1.2643605053424836,1.2580594062805175,1.2523304027318956,54.93162207630108,0.0023318710292701272,0.0022761961672496693,5.567486202045797e-05,1.280064665175215,1.2486563455097521,1.2643605053424836,2.4841269189245314,-0.24844081646160365,0.6301372367779523,-0.2571092150530032,0.5819992260137802,0.01191799044609072,0.9071063831365597,0.3100940975192472
2021-09-15,1.2691099643707275,1.2707200050354004,1.2636100053787231,1.2690000534057615,1.262585997581482,1.2646780073642732,1.2585232067108154,1.2522673028707505,59.01408062254284,0.0026114807937287488,0.002343253092545485,0.0002682277011832636,1.2804929336425852,1.2488630810859611,1.2646780073642732,2.5010202100805214,0.3320763011112726,0.5602836373091807,0.3407662891799941,0.5780300979109957,0.011911493539810202,0.3447684602890186,0.5857612174520231
2021-09-16,1.262320041656494,1.2697499990463257,1.2613999843597412,1.2618099451065063,1.2625499963760376,1.2644530057907104,1.2587960052490235,1.2521641528606415,43.787224984145375,0.0022272179153015603,0.0023200460570967003,-9.282814179513996e-05,1.2802981872670334,1.2486078243143874,1.2644530057907104,2.5062507509188725,-0.5665963748353042,0.6617489994406145,-0.5263996428794201,0.5891241975647611,0.011379492282867453,-0.597924646468953,-0.028523262845928387
2021-09-17,1.268049955368042,1.2761000394821167,1.2635999917984009,1.268149971961975,1.26384699344635,1.263704001903534,1.2591030049324035,1.2521353024244308,56.68740543731221,0.0024065329828923954,0.0023373434422558396,6.91895406365558e-05,1.2770511631558268,1.250356840651241,1.263704001903534,2.1123872729987156,0.5024549758904984,0.985691594849527,0.4945285370221852,0.5140987480693865,0.01067149639129641,0.14925402641779323,1.033315595382105
2021-09-20,1.2762000560760498,1.289199948310852,1.2757999897003174,1.2763999700546265,1.2661839962005614,1.2633939981460571,1.2597370052337646,1.2521420019865035,62.7653249243051,0.003177716624630955,0.0025054180787308627,0.0006722985459000925,1.275077562827232,1.2517104334648823,1.2633939981460571,1.8495520317999985,0.6505538205302086,1.0498244221959034,0.6347895983958659,0.5379648094346553,0.01087349057197573,0.6664230990822404,1.8650813319954558
